time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
,,230000,,,,0.3960534334182739,0.019919015510822646,0.8755859375,0.2,0.0003,-1.7676859647035599,1120,-0.0033112764358520508,0.12358476221561432,0.11957897894608323,1.4306467,1.0,8.0347572
17,1.0,231424,13398,8.010496850000001,113,,,,,,,,,,,,,
17,1.0,233472,13517,8.0203036,114,0.3950125575065613,0.015728984036832115,0.900537109375,0.2,0.0003,-1.7324176825582982,1130,0.03150379657745361,0.0965631827712059,0.16665648983907885,1.674083,,
17,1.0,235520,13635,7.980110959999999,115,0.39784330129623413,0.015066186379408463,0.92607421875,0.2,0.0003,-1.7367254439741373,1140,-0.010440945625305176,0.16634942591190338,0.2738062220072607,2.6754324,,
17,1.0,237568,13753,7.97252995,116,0.3975280225276947,0.019964109908323736,0.89970703125,0.2,0.0003,-1.764688827469945,1150,-0.016745567321777344,0.1217639148235321,0.1532796604471514,2.134759,,
17,1.0,239616,13872,7.9737922700000015,117,0.3957222104072571,0.020664593123365195,0.891259765625,0.2,0.0003,-1.7546040873974562,1160,0.005767107009887695,0.06714390218257904,0.1482984809030313,1.5223557,,
,,240000,,,,0.39498573541641235,0.0181316202506423,0.90029296875,0.2,0.0003,-1.7401182264089585,1170,0.029022037982940674,0.06612060964107513,0.16867841163184494,1.6626236,1.0,8.017980999999999
17,1.0,241664,13990,7.9869030500000004,118,,,,,,,,,,,,,
17,1.0,243712,14109,7.9732722,119,0.3950478136539459,0.018588225508574398,0.921923828125,0.2,0.0003,-1.7399282377213239,1180,0.030607223510742188,0.19443809986114502,0.21956306005304213,3.435419,,
17,1.0,245760,14228,7.9978827899999985,120,0.3954312801361084,0.02118811379186809,0.894091796875,0.2,0.0003,-1.7554967399686574,1190,0.0268324613571167,0.02965429425239563,0.1560530722286785,1.9944592,,
17,1.0,247808,14346,8.013541619999998,121,0.396066278219223,0.018560957725276238,0.906884765625,0.2,0.0003,-1.7551367565989495,1200,-0.021489620208740234,0.17359447479248047,0.18333034778188448,1.5988724,,
